X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y
-118.100636257101,34.0150154274024,1275,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Beverly Hospital,309 W. Beverly Blvd.,,Montebello,CA,24 hours a day,"Physician Referral Service/Intake (888) 515-3627, CPSP Perinatal Services Administrative (323) 725-4382, Kids Fit Weight Program Information (323) 725-5033,  Service/Intake and Administration (323) 726-1222",http://www.beverly.org,,,1258,"For more than 65 years Beverly Hospital has been a vital healthcare partner to the Montebello community and the surrounding areas. It began as the dream of 18 local doctors who wanted to have a hospital for general physicians where they could treat their patients close to their homes. Today this 224-bed acute care facility is a leading independent, non-profit community hospital, recognized nationally for providing quality care.",90640,http://egis3.lacounty.gov/lms/?p=1258,publish,34.01501546,-118.1006362,2016/01/21 17:00:56+00,,,6531172.84304538,1827860.05551448
-118.100636257101,34.0150154274024,1276,211,,Health and Mental Health,Hospitals and Medical Centers,EDAP-PMC,,Beverly Hospital,309 W. Beverly Blvd.,,Montebello,CA,24 hours a day,"Physician Referral Service/Intake (888) 515-3627, CPSP Perinatal Services Administrative (323) 725-4382, Kids Fit Weight Program Information (323) 725-5033,  Service/Intake and Administration (323) 726-1222",http://www.beverly.org,,,1258,"For more than 65 years Beverly Hospital has been a vital healthcare partner to the Montebello community and the surrounding areas. It began as the dream of 18 local doctors who wanted to have a hospital for general physicians where they could treat their patients close to their homes. Today this 224-bed acute care facility is a leading independent, non-profit community hospital, recognized nationally for providing quality care.",90640,http://egis3.lacounty.gov/lms/?p=1258,publish,34.01501546,-118.1006362,2016/01/21 17:00:56+00,,,6531172.84304538,1827860.05551448
-118.100636257101,34.0150154274024,1277,211,,Health and Mental Health,Hospitals and Medical Centers,Acute Care,,Beverly Hospital,309 W. Beverly Blvd.,,Montebello,CA,24 hours a day,"Physician Referral Service/Intake (888) 515-3627, CPSP Perinatal Services Administrative (323) 725-4382, Kids Fit Weight Program Information (323) 725-5033,  Service/Intake and Administration (323) 726-1222",http://www.beverly.org,,,1258,"For more than 65 years Beverly Hospital has been a vital healthcare partner to the Montebello community and the surrounding areas. It began as the dream of 18 local doctors who wanted to have a hospital for general physicians where they could treat their patients close to their homes. Today this 224-bed acute care facility is a leading independent, non-profit community hospital, recognized nationally for providing quality care.",90640,http://egis3.lacounty.gov/lms/?p=1258,publish,34.01501546,-118.1006362,2016/01/21 17:00:56+00,,,6531172.84304538,1827860.05551448
-118.100636257101,34.0150154274024,1278,211,,Health and Mental Health,Hospitals and Medical Centers,STEMI,,Beverly Hospital,309 W. Beverly Blvd.,,Montebello,CA,24 hours a day,"Physician Referral Service/Intake (888) 515-3627, CPSP Perinatal Services Administrative (323) 725-4382, Kids Fit Weight Program Information (323) 725-5033,  Service/Intake and Administration (323) 726-1222",http://www.beverly.org,,,1258,"For more than 65 years Beverly Hospital has been a vital healthcare partner to the Montebello community and the surrounding areas. It began as the dream of 18 local doctors who wanted to have a hospital for general physicians where they could treat their patients close to their homes. Today this 224-bed acute care facility is a leading independent, non-profit community hospital, recognized nationally for providing quality care.",90640,http://egis3.lacounty.gov/lms/?p=1258,publish,34.01501546,-118.1006362,2016/01/21 17:00:56+00,,,6531172.84304538,1827860.05551448
-118.100636257101,34.0150154274024,1279,211,,Health and Mental Health,Hospitals and Medical Centers,Perinatal,,Beverly Hospital,309 W. Beverly Blvd.,,Montebello,CA,24 hours a day,"Physician Referral Service/Intake (888) 515-3627, CPSP Perinatal Services Administrative (323) 725-4382, Kids Fit Weight Program Information (323) 725-5033,  Service/Intake and Administration (323) 726-1222",http://www.beverly.org,,,1258,"For more than 65 years Beverly Hospital has been a vital healthcare partner to the Montebello community and the surrounding areas. It began as the dream of 18 local doctors who wanted to have a hospital for general physicians where they could treat their patients close to their homes. Today this 224-bed acute care facility is a leading independent, non-profit community hospital, recognized nationally for providing quality care.",90640,http://egis3.lacounty.gov/lms/?p=1258,publish,34.01501546,-118.1006362,2016/01/21 17:00:56+00,,,6531172.84304538,1827860.05551448
-118.460056106043,34.2799500659354,1284,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Providence Holy Cross Medical Center,15031 Rinaldi St.,,Mission Hills,CA,24 hours a day 7 days at week,"Community Education Service/Intake (818) 496-4310, Tattoo Removal Service/Intake (818) 847-3860, Main Line Service/Intake and Administration (818) 365-8051, Health Resource Center Service/Intake (888) 432-5464",http://california.providence.org/Holy-Cross/,,,1259,"Providence Holy Cross Medical Center offers both inpatient and outpatient health services, including a state-of-the-art Cancer Center, Heart Center, Orthopedics, Neurosciences and Rehabilitation Services, Women's and Children's Services, as well as Emergency and Trauma Services for the San Fernando and Santa Clarita Valley communities.",91345,http://egis3.lacounty.gov/lms/?p=1259,publish,34.2799501,-118.46005605,2016/01/27 11:27:36+00,,,6422693.51735355,1924577.46936272
-118.079422346332,33.8335471571319,1286,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Gardens Regional Hospital Medical Center,21530 S. Pioneer Blvd.,,Hawaiian Gardens,CA,"24 hours a day, 7 days at week","FAX (562) 924-5871,  Service/Intake and Administration (562) 860-0401

(877) 877-1104",http://www.tri-cityrmc.org,,,1260,"Gardens Regional Hospital and Medical Center formerly doing business as Tri-City Regional Medical Center was recognized in 2012 by Consumer Reports Magazine, ranking as one of the top five safest hospitals in the Los Angeles Metropolitan area. In addition, the hospital was ranked number two in the U.S. for the lowest mortality rate for patients with pneumonia by Becker’s Hospital Review Magazine based on data from the Centers for Medicaid and Medicare Services (CMS).",90716,http://egis3.lacounty.gov/lms/?p=1260,publish,33.83354719,-118.07942229,2016/01/28 16:24:40+00,info@grhmc.org,,6537549.47333673,1761813.88872255
-118.62857943535,34.2026985759971,1288,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,West Hills Hospital and Medical Center,7300 Medical Center Dr.,,West Hills,CA,"24 hours at day, 7 days at week","Consult-A-Nurse Service/Intake (818) 676-4321,  Service/Intake and Administration (818) 676-4000

",http://www.westhillshospital.com,,,1261,"At West Hills Hospital, we offer the community many unique services you won't find any place as close to your home. Our 24/7 <a href=""http://westhillshospital.com/service/emergency-services"">Emergency Department</a>, now with a helipad for ease of access, is expansive and designed to accommodate your emergency medical needs on demand. We are a nationally-accredited <a href=""http://westhillshospital.com/service/chest-pain-center"">Chest Pain Center</a>, official STEMI receiving center for urgent heart attacks; as well as a designated center for stroke treatment. We are proudly the home of the world renowned <a href=""http://westhillshospital.com/service/grossman-burn-center"">Grossman Burn Center</a> and welcome many tiny infants into the world in our <a href=""http://westhillshospital.com/service/nicu"">Level II-b NICU</a>.",91307,http://egis3.lacounty.gov/lms/?p=1261,publish,34.20269861,-118.62857938,2016/01/29 11:41:14+00,,,6371609.63526955,1896740.47746465
-118.186366056732,34.0191019666564,1290,211,,Health and Mental Health,Hospitals and Medical Centers,,Alta Hospitals System LLC,Los Angeles Community Hospital,4081 E. Olympic Blvd.,,Los Angeles,CA,"Monday through Friday, 9:00am to 6:00pm. ","FAX (323) 261-0809,  Service/Intake and Administration (323) 267-0477

",NULL,,,1268,"Our hospital located in Los Angeles, California is a 130-bed community hospital that offers a comprehensive range of medical services, including general acute care hospital services, pediatrics, obstetrics and gynecology, and sub-acute care.",90023,http://egis3.lacounty.gov/lms/?p=1268,publish,34.019102,-118.186366,2016/01/25 13:46:24+00,,,6505195.47505271,1829384.31558931
-118.224155456492,33.9896227668975,1293,211,,Health and Mental Health,Hospitals and Medical Centers,,Avanti Hospitals,Community Hospital Of Huntington Park,2623 E. Slauson Ave.,,Huntington Park,CA,"Monday through Friday, 9:00am to 5:00pm. ACCESS Full Wheelchair Access   Designated Parking   Ramps   Elevators  The closest 

VISITING HOURS  11-8pm every day","FAX (323) 587-0892,  Service/Intake and Administration (323) 583-1931

VISITING HOURS  11-8pm every day",http://www.avantihospitals.com/community-hospital-of-huntington-park,,,1270,"Community Hospital of Huntington Park is an 81-bed acute care hospital which has been providing high quality medical services to the city of Huntington Park and the surrounding areas of Los Angeles County for over 50 years. Acquired by Avanti Hospitals in 2010, Community Hospital of Huntington Park is fully accredited by the Healthcare Facilities Accreditation Program and is a licensed provider for Medicare and Medi-Cal, along with many HMO’s, PPO’s, and managed care organizations. We offer a full range of diagnostic and therapeutic services designed to meet the needs of our patients.",90255,http://egis3.lacounty.gov/lms/?p=1270,publish,33.9896228,-118.2241554,2016/01/22 11:27:14+00,,,6493720.17320022,1818679.64342915
-118.130987656181,33.934306067172,1299,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Downey Regional Medical Center,11500 Brookshire Ave.,,Downey,CA,24 hours a day,"Department of Education Service/Intake (562) 904-5580, Diabetes Institute/Department of Education Service/Intake (562) 904-5580,  Emergency (562) 904-5111, Main Hospital Service/Intake (562) 904-5000, Physicians Referral Service/Intake (562) 904-4444, Edu",http://www.pihhealth.org,,,1271,"Choose PIH Health for the best healthcare in the greater Los Angeles area, including LA and Orange counties. In addition to excellent <a href=""http://www.pihhealth.org/services/primary-care/"">primary care</a> services and a strong relationship with your doctor, you benefit from access to the latest medical procedures and advanced technology. At PIH Health, we care for you at all ages and stages of your life.",90241,http://egis3.lacounty.gov/lms/?p=1271,publish,33.9343061,-118.1309876,2016/01/22 14:03:50+00,,,6521936.67680646,1798498.83306906
-118.123804356092,34.0678946666288,1301,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Garfield Medical Center,525 N. Garfield Ave.,,Monterey Park,CA,24 hours a day,Service/Intake and Administration (626) 573-2222,http://www.garfieldmedicalcenter.com,,,1272,"<strong>Garfield Medical Center</strong> has a long history of excellent patient care. For over 80 years Garfield has provided patients with high-quality, reliable care. A full-service, acute-care facility, we pride ourselves on making our culturally-diverse patients feel at ease.",91754,http://egis3.lacounty.gov/lms/?p=1272,publish,34.0678947,-118.1238043,2016/01/22 16:01:53+00,,,6524175.52731563,1847111.67350723
-118.343494556126,33.811915667118,1307,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Torrance Memorial Medical Center,3330 Lomita Blvd.,,Torrance,CA,"24 hours a day, 7 days at week","Patient Information 310-325-9110 
Emergency Department 310-325-9110 ext. 2456 
Admitting 310-517-4754 
CHANGE program for Cardiovascular Health Information (310) 517-4711
 Burn Center Service/Intake (310) 517-4700

",http://www.torrancememorial.org/Patients/Phone_Directory.aspx,,,1274,"Your healthcare needs - and the healthcare needs of your family, neighbors and colleagues - help to determine the services we provide today. Generations before you inspired us to grow from a small local hospital to a health system. Our future plans are based on your changing health care needs, as well as those of your children and their children.",90505,http://egis3.lacounty.gov/lms/?p=1274,publish,33.8119157,-118.3434945,2016/01/28 16:16:34+00,,,6457323.00255638,1754110.3778829
-118.042151256968,34.1340216671103,1313,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Methodist Hospital Of Southern California,300 W. Huntington Dr.,,Arcadia,CA,"Emergency Room open 24 hours.  Administrative hours: Monday through Friday, 8:30am to 4:30pm.","Service/Intake and Administration (626) 898-8000, Support Groups/Education Service/Intake (626) 574-3473

",https://www.methodisthospital.org/Pages/default.aspx,,,1275,"To provide high-quality healing services while caring for the patient’s emotional and spiritual needs and enabling them to achieve health for life.

&nbsp;",91007,http://egis3.lacounty.gov/lms/?p=1275,publish,34.1340217,-118.0421512,2016/01/25 14:37:24+00,,,6548914.6969973,1871156.11360723
-117.91724605724,34.0870679671129,1314,211,,Health and Mental Health,Hospitals and Medical Centers,,http://www.kindredsangabriel.com/,Kindred Hospital - San Gabriel Valley,845 N. Lark Ellen Ave.,,West Covina,CA,,"TDD (800) 735-2922,  FAX (626) 967-3809,  Service/Intake and Administration (626) 339-5451

",http://www.kindredsangabriel.com/,,,1276,Kindred Hospitals are a part of Kindred Healthcare’s nationwide network of transitional care hospitals and inpatient rehabilitation hospitals. We are a specialty hospital providing long-term acute care to medically complex patients who require continued care and extended recovery time.,91791,http://egis3.lacounty.gov/lms/?p=1276,publish,34.087068,-117.917246,2016/01/25 10:26:42+00,,,6586727.08298655,1854076.42959081
-118.273457256684,34.0279139673501,1315,211,,Health and Mental Health,Hospitals and Medical Centers,,,Los Angeles Orthopaedic Hospital,2400 S. Flower St.,,Los Angeles,CA,"Monday through Sunday, 7:00am to 11:00pm","Outpatient Appointments Service/Intake (213) 741-8330, Hospital Info/Physician Referral Service/Intake (213) 742-6509, Urgent Medical Care Emergency (213) 742-1162, Hemophilia Center Service/Intake (213) 742-1402, Rehab. Therapy Service/Intake (213) 742-1",http://www.orthohospital.org/,,,1277,"Provide outstanding care for patients with musculoskeletal disorders and through the support of the Orthopaedic Foundation, to provide care for children regardless of ability to pay and advance care worldwide for all musculoskeletal patients through medical education and scientific research",90007,http://egis3.lacounty.gov/lms/?p=1277,publish,34.027914,-118.2734572,2016/01/25 14:00:17+00,,,6478812.83687322,1832651.53051156
-118.44947605651,34.1602799664427,1349,211,,Health and Mental Health,Hospitals and Medical Centers,,,Sherman Oaks Community Hospital,4929 Van Nuys Blvd.,,Sherman Oaks,CA,24 hours a day 7 days at week,"Geriatric Evaluation-SAGE-Outpatient Service/Intake (818) 341-7243, Behavioral Health/Psychiatric Outpatient/Partial Hospitalization Service/Intake (818) 907-2835, Main Number Service/Intake and Administration (818) 981-7111, Case Management Service/Intak",http://www.shermanoakshospital.org/,,,1288,"<strong>Sherman Oaks Hospital</strong> (SOH) is a 153-bed nonprofit Prime Healthcare community hospital centrally located in Sherman Oaks, California. Serving the medical needs of the San Fernando Valley, SOH endeavors to provide comprehensive, quality healthcare in a convenient, compassionate and cost effective manner. Staffed with over 700 employees and an extraordinary team of physicians, the hospital and its wound center are known for advanced technology and provide 24/7 emergency care in addition to a full range of specialized medical, surgical, diagnostic, and hyperbaric medicine services to improve and save lives.",91403,http://egis3.lacounty.gov/lms/?p=1288,publish,34.16028,-118.449476,2016/01/27 16:24:20+00,,,6425694.84993355,1881013.32584815
-118.06400495641,33.9107913674236,1352,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Norwalk Community Hospital,13222 Bloomfield Ave.,,Norwalk,CA,"Office hours are Monday through Friday, 9:00am to 5:00pm.  Emergency Room open  24 hours a day","Service/Intake and Administration (562) 863-4763, 24 hr a day Service/Intake and Hotline (800) 249-5551",http://www.norwalkhospital.org/,,,1290,"Norwalk Hospital is a 328-bed, not-for-profit, acute care community teaching hospital that serves a population of 250,000 in lower Fairfield County, Connecticut. Our community is our extended family, and our <b>compassion</b> is everyday. We treat all who seek our care with deserved respect; and as a teaching hospital, we nurture and educate the medical professionals of tomorrow. Our compassion compels us to pursue and offer multidisciplinary <b>expertise</b>. We have more than 500 physicians on our active medical staff, many of whom trained at the nation’s leading medical schools and hospitals, and 2,000 dedicated health professionals and support personnel.",90650,http://egis3.lacounty.gov/lms/?p=1290,publish,33.9107914,-118.0640049,2016/01/26 17:19:27+00,,,6542249.6926108,1789921.59628657
-118.204839356659,34.0613425666586,1353,211,,Health and Mental Health,Hospitals and Medical Centers,,,USC Norris Comprehensive Cancer Center,1441 Eastlake Ave.,,Los Angeles,CA,"Monday through Friday, 8:30am to 5:00pm",(323) 865-3111. ,http://www.uscnorris.com,,,1291,"The USC Norris Comprehensive Cancer Center is a leader in cancer research, with more than 200 members investigating the complex origins and progression of cancer, developing prevention strategies and searching for cures. USC Norris is part of the Keck School of Medicine and is designated by the National Cancer Institute as one of the nation's 45 comprehensive cancer centers.",90089,http://egis3.lacounty.gov/lms/?p=1291,publish,34.0613426,-118.2048393,2016/01/28 16:58:04+00,,,6499628.80770838,1844767.36225098
-118.286430056037,34.0671840668964,1355,211,,Health and Mental Health,Hospitals and Medical Centers,,,Shriners Hospitals For Children,3160 Geneva St.,,Los Angeles,CA,"Monday through Friday, 8:00am to 5:00pm


","Patient Referrals Service/Intake (800) 237-5055, Volunteer Services Service/Intake (213) 368-3379, Public Relations Coordinator Administrative (213) 368-3308,  FAX (213) 387-7528,  Service/Intake and Administration (213) 388-3151, Applications Service/Int",http://www.shrinershospitalsforchildren.org,,,1292,"Located on the outskirts of downtown Los Angeles, Shriners Hospitals for Children — Los Angeles provides the highest quality care for a wide range of pediatric orthopaedic and neuromusculoskeletal disorders and diseases, as well as cleft lip and palate. Our inpatient and outpatient units are colorful, kid-friendly and designed to place patients and families at ease. Every member of our staff—from surgeons to therapists, nurses to orthotists—is focused on providing exemplary care that places the family at the center of the team.",90020,http://egis3.lacounty.gov/lms/?p=1292,publish,34.0671841,-118.28643,2016/01/27 16:32:18+00,,,6474922.81381339,1846953.57605439
-118.291071705879,34.0962313967249,1365,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,CHA Health Systems,Hollywood Presbyterian Medical Center,1300 N. Vermont Ave.,,Los Angeles,CA,24 hours a day,"Billing Department Administrative (323) 913-4970,  Administrative (323) 913-4812, Emergency Room Service/Intake (323) 913-4896, Main Hospital line Service/Intake (213) 413-3000, Physician's Referral Service/Intake (888) 522-3455, Emergency Room TDD (323) ",http://hollywoodpresbyterian.com/our-services/,,,1297,"Hollywood Presbyterian Medical Center offers comprehensive services from emergency care, orthopedic surgery and cancer care to highly-specialized fetal surgery and comprehensive cardiac care. In addition to these services, Hollywood Presbyterian Medical Center delivers transitional and long term care at an off-site facility known as <a href=""http://hollywoodpresbyterian.com/index.cfm/our-services/chalet/"">Chalet</a>.",90027,http://egis3.lacounty.gov/lms/?p=1297,publish,34.09623143,-118.29107165,2016/01/22 17:12:41+00,,,6473547.6685978,1857528.4446684
-118.203320556029,33.9294917475696,1382,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,St. Francis Medical Center,3630 E. Imperial Highway,,Lynwood,CA,"24 hours per day, 7 days at week

 Visiting Hours 10:30 a.m. – 8:30 p.m.","Physician Referral Service/Intake (310) 900-7380, Emergency Room Service/Intake (310) 900-4525, CPSP Perinatal Services Service/Intake (310) 900-7350, Intake/Appointments for all community clinics Service/Intake (800) 900-6652, Health Benefit Resource Cen",http://www.stfrancismedicalcenter.com,,,1303,"We operate a 384-bed acute care hospital, two community-based health clinics, and one of the largest and busiest private emergency trauma centers in Los Angeles County — treating 84,400 children and adults each year. Last year, more than 5,000 babies were born at SFMC’s Family Life Center, with 875 babies cared for in our state-of-the-art Neonatal Intensive Care Center.",90262,http://egis3.lacounty.gov/lms/?p=1303,publish,33.92949178,-118.2033205,2016/01/27 16:55:36+00,,,6499991.76433155,1796783.28433481
-118.229788596261,34.1504007266841,1393,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Glendale Adventist Medical Center,1509 Wilson Terrace,,Glendale,CA,24 hours a day,"Cancer Services Service/Intake (818) 409-8198, Psychiatric Institute Service/Intake (818) 409-8027, Therapy and Wellness Center Service/Intake (323) 255-5409, Sleep Disorders Clinic Service/Intake (818) 409-8025, Maternity Services Service/Intake (818) 40",http://www.glendaleadventist.com,,,1305,"Healing and servanthood are honorable attributes for which to strive. Yet they are lofty ideals unless there is a commitment and program for placing them into action and sustaining them on a day-to-day basis. Glendale Adventist Medical Center works diligently to infuse our daily activities with the hospital's mission to provide compassionate, professional health care services for the whole person—body, mind and spirit. Our mission, and that of the <a href=""http://www.adventist.org/"" target=""_blank"">Seventh-day Adventist Church</a>, has been to improve the health of the communities we serve. We also want to spread the word about the link between health and lifestyle decisions.",91206,http://egis3.lacounty.gov/lms/?p=1305,publish,34.15040076,-118.22978854,2016/01/22 16:05:32+00,,,6492146.30922197,1877193.54444572
-117.970874746772,34.129812886542,1394,211,,Health and Mental Health,Hospitals and Medical Centers,,,City of Hope National Medical Center,1500 E. Duarte Rd.,,Duarte,CA,24 hours a day,"General Information 866-434-HOPE Service/Intake (866) 434-4673, Blood Donation info Service/Intake (626) 471-7171, General Information 800-826-HOPE Service/Intake (800) 826-4673, General Information 626-256-HOPE Service/Intake (626) 256-4673",http://www.cityofhope.org,,,1308,"At City of Hope, our patients are men, women and children who seek the best hope to live their lives to the fullest. Our reputation for groundbreaking discoveries, innovative treatments and compassionate patient care makes us a leader in the fight to help patients here and around the world conquer cancer, diabetes, HIV/AIDS and other life-threatening diseases.",91010,http://egis3.lacounty.gov/lms/?p=1308,publish,34.12981292,-117.97087469,2016/01/22 10:55:46+00,,,6570484.55772889,1869623.06450798
-118.217245356275,34.0492578667327,1405,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,LA County,White Memorial Medical Center,1720 E. Cesar E. Chavez Ave.,,Los Angeles,CA,24 hours a day,"Smoking Cessation Service/Intake (323) 307-8575, Register for Health Ed. Classes Service/Intake (213) 268-5000 Ext.4836,  Administrative (323) 260-5711,  Service/Intake and Administration (323) 268-5000, Mental Health Unit Service/Intake (323) 265-5035, R",http://www.whitememorial.com,,,1310,"The medical center provides health education, hospital services and mental health services for people of all ages in Los Angeles County.White Memorial Medical Center (WMMC) is a 353-bed not-for-profit, faith-based, teaching hospital, which provides a full range of inpatient, outpatient, emergency and diagnostic services to communities in and near downtown Los Angeles.",90033,http://egis3.lacounty.gov/lms/?p=1310,publish,34.0492579,-118.2172453,2016/01/29 11:56:39+00,,,6495861.79194847,1840377.40482356
-118.161945456783,33.8846607673144,1406,211,,Health and Mental Health,Hospitals and Medical Centers,,http://www.promiseeastla.com/,Promise Hospital - Suburban Medical Center,16453 Colorado Ave,,Paramount,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake (562) 531-3110
",http://www.promiseeastla.com/,,,1311,"Our hospital is like any other hospital except our patients require and receive specialized care and extensive therapy over an extended period of time. We are certified by Medi-cal and state licensed as a long-term acute care hospital for patients requiring extended hospitalization. We are also Joint Commission accredited, having met the standards for providing quality patient care. Patients are admitted, with a physician’s referral, from almost any healthcare setting.",90723,http://egis3.lacounty.gov/lms/?p=1311,publish,33.8846608,-118.1619454,2016/01/27 11:15:00+00,,,6512516.86690597,1780445.46924147
-118.348257255892,33.950782667152,1412,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,Centinela Hospital Medical Center,Centinela Hospital Medical Center,555 E. Hardy St.,,Inglewood,CA,"Monday through Friday, 9:00am to 5:00pm; emergency room hours are 24 hours per day.","Administrative (310) 680-8155, Physician Referral Line Service/Intake (888) 600-5600,  Administrative (310) 673-4660,  FAX (310) 677-0535, Immunization Program Hotline Information Only (310) 419-8633, Main Hospital Number Service/Intake (310) 673-4660",http://www.centinelamed.com,,,1312,"As the only hospital located in Inglewood, California, <strong>Centinela Hospital Medical Center</strong> is known for its exceptional expertise and care. Each year, the hospital serves more than 140,000 patients and their families from Los Angeles and the South Bay regions.",90301,http://egis3.lacounty.gov/lms/?p=1312,publish,33.9507827,-118.3482572,2016/01/21 17:48:21+00,,,6456051.27839381,1804652.1055394
-118.348257255892,33.950782667152,1413,211,,Health and Mental Health,Hospitals and Medical Centers,EDAP-PMC,Centinela Hospital Medical Center,Centinela Hospital Medical Center,555 E. Hardy St.,,Inglewood,CA,"Monday through Friday, 9:00am to 5:00pm; emergency room hours are 24 hours per day.","Administrative (310) 680-8155, Physician Referral Line Service/Intake (888) 600-5600,  Administrative (310) 673-4660,  FAX (310) 677-0535, Immunization Program Hotline Information Only (310) 419-8633, Main Hospital Number Service/Intake (310) 673-4660",http://www.centinelamed.com,,,1312,"As the only hospital located in Inglewood, California, <strong>Centinela Hospital Medical Center</strong> is known for its exceptional expertise and care. Each year, the hospital serves more than 140,000 patients and their families from Los Angeles and the South Bay regions.",90301,http://egis3.lacounty.gov/lms/?p=1312,publish,33.9507827,-118.3482572,2016/01/21 17:48:21+00,,,6456051.27839381,1804652.1055394
-118.348257255892,33.950782667152,1414,211,,Health and Mental Health,Hospitals and Medical Centers,Respiratory Hospital,Centinela Hospital Medical Center,Centinela Hospital Medical Center,555 E. Hardy St.,,Inglewood,CA,"Monday through Friday, 9:00am to 5:00pm; emergency room hours are 24 hours per day.","Administrative (310) 680-8155, Physician Referral Line Service/Intake (888) 600-5600,  Administrative (310) 673-4660,  FAX (310) 677-0535, Immunization Program Hotline Information Only (310) 419-8633, Main Hospital Number Service/Intake (310) 673-4660",http://www.centinelamed.com,,,1312,"As the only hospital located in Inglewood, California, <strong>Centinela Hospital Medical Center</strong> is known for its exceptional expertise and care. Each year, the hospital serves more than 140,000 patients and their families from Los Angeles and the South Bay regions.",90301,http://egis3.lacounty.gov/lms/?p=1312,publish,33.9507827,-118.3482572,2016/01/21 17:48:21+00,,,6456051.27839381,1804652.1055394
-118.348257255892,33.950782667152,1415,211,,Health and Mental Health,Hospitals and Medical Centers,Perinatal,Centinela Hospital Medical Center,Centinela Hospital Medical Center,555 E. Hardy St.,,Inglewood,CA,"Monday through Friday, 9:00am to 5:00pm; emergency room hours are 24 hours per day.","Administrative (310) 680-8155, Physician Referral Line Service/Intake (888) 600-5600,  Administrative (310) 673-4660,  FAX (310) 677-0535, Immunization Program Hotline Information Only (310) 419-8633, Main Hospital Number Service/Intake (310) 673-4660",http://www.centinelamed.com,,,1312,"As the only hospital located in Inglewood, California, <strong>Centinela Hospital Medical Center</strong> is known for its exceptional expertise and care. Each year, the hospital serves more than 140,000 patients and their families from Los Angeles and the South Bay regions.",90301,http://egis3.lacounty.gov/lms/?p=1312,publish,33.9507827,-118.3482572,2016/01/21 17:48:21+00,,,6456051.27839381,1804652.1055394
-118.348257255892,33.950782667152,1416,211,,Health and Mental Health,Hospitals and Medical Centers,Rehabilitation,Centinela Hospital Medical Center,Centinela Hospital Medical Center,555 E. Hardy St.,,Inglewood,CA,"Monday through Friday, 9:00am to 5:00pm; emergency room hours are 24 hours per day.","Administrative (310) 680-8155, Physician Referral Line Service/Intake (888) 600-5600,  Administrative (310) 673-4660,  FAX (310) 677-0535, Immunization Program Hotline Information Only (310) 419-8633, Main Hospital Number Service/Intake (310) 673-4660",http://www.centinelamed.com,,,1312,"As the only hospital located in Inglewood, California, <strong>Centinela Hospital Medical Center</strong> is known for its exceptional expertise and care. Each year, the hospital serves more than 140,000 patients and their families from Los Angeles and the South Bay regions.",90301,http://egis3.lacounty.gov/lms/?p=1312,publish,33.9507827,-118.3482572,2016/01/21 17:48:21+00,,,6456051.27839381,1804652.1055394
-118.532272556078,34.1702005264072,1418,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Providence Tarzana Medical Center,18321 Clark St.,,Tarzana,CA,"24 hours a day, 7 days at week","FAX (818) 708-5565,  Service/Intake and Administration (818) 881-0800, Physician Referral Service/Intake (800) 227-3669
",http://california.providence.org/tarzana/services/emergency/,,,1313,"For four decades, Providence Tarzana Medical Center has provided excellent, compassionate care to the San Fernando Valley community we serve.  In addition to heart, vascular, orthopedic, cancer and women’s services, Providence Tarzana is a designated Pediatric Medical Center, providing a high level of care for the smallest members of our community.

&nbsp;",91356,http://egis3.lacounty.gov/lms/?p=1313,publish,34.17020056,-118.5322725,2016/01/27 13:41:43+00,,,6400666.58666997,1884745.86595523
